"source_mod","source_file","crafted_item_id","slot_index","id","Type","scale_factor"
"RBM","RBMCombat_gladius.xml","empire_mace_3_t4","1","mace_handle_10","Handle","100"
"RBM","RBMCombat_gladius.xml","empire_mace_3_t4","2","spear_pommel_11","Pommel","45"
"RBM","RBMCombat_gladius.xml","aserai_mace_4_t4","0","mace_head_15","Blade","100"
"RBM","RBMCombat_gladius.xml","aserai_mace_4_t4","1","mace_handle_5","Handle","100"
"RBM","RBMCombat_gladius.xml","khuzait_mace_2_t4","0","mace_head_11","Blade","100"
"RBM","RBMCombat_gladius.xml","khuzait_mace_2_t4","1","mace_handle_5","Handle","100"
"RBM","RBMCombat_gladius.xml","khuzait_mace_3_t4","0","mace_head_10","Blade","100"
"RBM","RBMCombat_gladius.xml","khuzait_mace_3_t4","1","mace_handle_4","Handle","100"
"RBM","RBMCombat_gladius.xml","shishpar_mace_t4","0","mace_head_21","Blade","110"
"RBM","RBMCombat_gladius.xml","shishpar_mace_t4","1","mace_handle_10","Handle","100"
"RBM","RBMCombat_gladius.xml","shishpar_mace_t4","2","spear_pommel_5","Pommel","45"
"RBM","RBMCombat_gladius.xml","eastern_steel_mace_t4","0","mace_head_26","Blade","100"
"RBM","RBMCombat_gladius.xml","eastern_steel_mace_t4","1","mace_handle_11","Handle","100"
"RBM","RBMCombat_gladius.xml","eastern_steel_mace_t4","2","vlandian_pommel_2","Pommel","45"
"RBM","RBMCombat_gladius.xml","vlandia_mace_3_t5","0","mace_head_2","Blade","110"
"RBM","RBMCombat_gladius.xml","vlandia_mace_3_t5","1","mace_handle_9","Handle","120"
"RBM","RBMCombat_gladius.xml","vlandia_mace_3_t5","2","spear_pommel_9","Pommel","50"
"RBM","RBMCombat_gladius.xml","empire_mace_4_t5","0","mace_head_13","Blade","110"
"RBM","RBMCombat_gladius.xml","empire_mace_4_t5","1","mace_handle_13","Handle","100"
"RBM","RBMCombat_gladius.xml","empire_mace_4_t5","2","empire_noble_pommel_1","Pommel","50"
"RBM","RBMCombat_gladius.xml","empire_mace_5_t5","0","mace_head_7","Blade","100"
"RBM","RBMCombat_gladius.xml","empire_mace_5_t5","1","mace_handle_5","Handle","100"
"RBM","RBMCombat_gladius.xml","khuzait_mace_4_t5","0","mace_head_12","Blade",""
"RBM","RBMCombat_gladius.xml","khuzait_mace_4_t5","1","mace_handle_15","Handle","100"
"RBM","RBMCombat_gladius.xml","khuzait_mace_4_t5","2","khuzait_noble_pommel_1","Pommel","45"
"RBM","RBMCombat_gladius.xml","battania_2haxe_1_t2","0","axe_craft_14_head","Blade","100"
"RBM","RBMCombat_gladius.xml","battania_2haxe_1_t2","1","axe_craft_30_handle","Handle","140"
"RBM","RBMCombat_lances.xml","vlandia_lance_1_t3","0","spear_blade_23","Blade","100"
"RBM","RBMCombat_lances.xml","vlandia_lance_1_t3","1","spear_banner_4","Guard","100"
"RBM","RBMCombat_lances.xml","vlandia_lance_1_t3","2","spear_handle_13","Handle","115"
"RBM","RBMCombat_lances.xml","empire_lance_1_t3","0","spear_blade_23","Blade","100"
"RBM","RBMCombat_lances.xml","empire_lance_1_t3","1","spear_banner_5","Guard","100"
"RBM","RBMCombat_lances.xml","empire_lance_1_t3","2","spear_handle_13","Handle","118"
"RBM","RBMCombat_lances.xml","khuzait_lance_1_t3","0","spear_blade_23","Blade","100"
"RBM","RBMCombat_lances.xml","khuzait_lance_1_t3","1","spear_banner_16","Guard","100"
"RBM","RBMCombat_lances.xml","khuzait_lance_1_t3","2","spear_handle_20","Handle","136"
"RBM","RBMCombat_lances.xml","vlandia_lance_2_t4","0","spear_blade_20","Blade","100"
"RBM","RBMCombat_lances.xml","vlandia_lance_2_t4","1","spear_banner_9","Guard","100"
"RBM","RBMCombat_lances.xml","vlandia_lance_2_t4","2","spear_handle_23","Handle","132"
"RBM","RBMCombat_lances.xml","empire_lance_2_t4","0","spear_blade_20","Blade","100"
"RBM","RBMCombat_lances.xml","empire_lance_2_t4","1","spear_banner_12","Guard","100"
"RBM","RBMCombat_lances.xml","empire_lance_2_t4","2","spear_handle_23","Handle","136"
"RBM","RBMCombat_lances.xml","sturgia_lance_1_t4","0","spear_blade_20","Blade","100"
"RBM","RBMCombat_lances.xml","sturgia_lance_1_t4","1","spear_banner_18","Guard","100"
"RBM","RBMCombat_lances.xml","sturgia_lance_1_t4","2","spear_handle_17","Handle","163"
"RBM","RBMCombat_lances.xml","khuzait_lance_2_t4","0","spear_blade_20","Blade","100"
"RBM","RBMCombat_lances.xml","khuzait_lance_2_t4","1","spear_banner_17","Guard","100"
"RBM","RBMCombat_lances.xml","khuzait_lance_2_t4","2","spear_handle_20","Handle","168"
"RBM","RBMCombat_lances.xml","vlandia_lance_3_t5","0","spear_blade_5","Blade","100"
"RBM","RBMCombat_lances.xml","vlandia_lance_3_t5","1","spear_banner_23","Guard","100"
"RBM","RBMCombat_lances.xml","vlandia_lance_3_t5","2","spear_handle_19","Handle","172"
"RBM","RBMCombat_lances.xml","sturgia_lance_2_t5","0","spear_blade_5","Blade","100"
"RBM","RBMCombat_lances.xml","sturgia_lance_2_t5","1","spear_banner_23","Guard","100"
"RBM","RBMCombat_lances.xml","sturgia_lance_2_t5","2","spear_handle_19","Handle","170"
"RBM","RBMCombat_lances.xml","empire_lance_3_t5","0","spear_blade_5","Blade","100"
"RBM","RBMCombat_lances.xml","empire_lance_3_t5","1","spear_banner_24","Guard","100"
"RBM","RBMCombat_lances.xml","empire_lance_3_t5","2","spear_handle_24","Handle","153"
"RBM","RBMCombat_lances.xml","khuzait_lance_3_t5","0","spear_blade_5","Blade","100"
"RBM","RBMCombat_lances.xml","khuzait_lance_3_t5","1","spear_banner_24","Guard","100"
"RBM","RBMCombat_lances.xml","khuzait_lance_3_t5","2","spear_handle_20","Handle","181"
"RBM","RBMCombat_lances.xml","khuzait_lance_3_t5","3","spear_pommel_9","Pommel","100"
"RBM","RBMCombat_lances.xml","aserai_lance_1_t5","0","spear_blade_5","Blade","100"
"RBM","RBMCombat_lances.xml","aserai_lance_1_t5","1","spear_banner_23","Guard","100"
"RBM","RBMCombat_lances.xml","aserai_lance_1_t5","2","spear_handle_23","Handle","140"
"RBM","RBMCombat_lances.xml","vlandia_polearm_1_t5","0","axe_craft_10_head","Blade","130"
"RBM","RBMCombat_lances.xml","vlandia_polearm_1_t5","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","vlandia_polearm_1_t5","2","spear_handle_26","Handle","90"
"RBM","RBMCombat_lances.xml","vlandia_polearm_1_t5","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","easter_polesword_t4","0","spear_blade_22","Blade","100"
"RBM","RBMCombat_lances.xml","easter_polesword_t4","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","easter_polesword_t4","2","spear_handle_15","Handle","100"
"RBM","RBMCombat_lances.xml","easter_polesword_t4","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","sturgia_polearm_1_t5","0","spear_blade_43","Blade","90"
"RBM","RBMCombat_lances.xml","sturgia_polearm_1_t5","1","spear_banner_1","Guard","100"
"RBM","RBMCombat_lances.xml","sturgia_polearm_1_t5","2","spear_handle_26","Handle","70"
"RBM","RBMCombat_lances.xml","sturgia_polearm_1_t5","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","battania_polearm_1_t5","0","battania_blade_7","Blade","150"
"RBM","RBMCombat_lances.xml","battania_polearm_1_t5","1","sturgian_guard_6","Guard","150"
"RBM","RBMCombat_lances.xml","battania_polearm_1_t5","2","sturgian_grip_20","Handle","250"
"RBM","RBMCombat_lances.xml","battania_polearm_1_t5","3","battania_pommel_9","Pommel","150"
"RBM","RBMCombat_lances.xml","khuzait_polearm_1_t4","0","spear_blade_19","Blade","100"
"RBM","RBMCombat_lances.xml","khuzait_polearm_1_t4","1","spear_banner_16","Guard","100"
"RBM","RBMCombat_lances.xml","khuzait_polearm_1_t4","2","spear_handle_15","Handle","125"
"RBM","RBMCombat_lances.xml","khuzait_polearm_1_t4","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","highland_spear_3_t3","0","spear_blade_8","Blade","100"
"RBM","RBMCombat_lances.xml","highland_spear_3_t3","1","spear_handle_6","Handle","110"
"RBM","RBMCombat_lances.xml","southern_spear_3_t4","0","spear_blade_11","Blade","100"
"RBM","RBMCombat_lances.xml","southern_spear_3_t4","1","spear_handle_5","Handle","110"
"RBM","RBMCombat_lances.xml","southern_spear_3_t4","2","spear_pommel_11","Pommel","100"
"RBM","RBMCombat_lances.xml","northern_spear_2_t3","0","spear_blade_40","Blade","90"
"RBM","RBMCombat_lances.xml","northern_spear_2_t3","1","spear_handle_21","Handle","125"
"RBM","RBMCombat_lances.xml","eastern_spear_2_t3","0","spear_blade_14","Blade","110"
"RBM","RBMCombat_lances.xml","eastern_spear_2_t3","1","spear_handle_18","Handle","140"
"RBM","RBMCombat_lances.xml","eastern_spear_3_t3","0","spear_blade_37","Blade","100"
"RBM","RBMCombat_lances.xml","eastern_spear_3_t3","1","spear_handle_22","Handle","130"
"RBM","RBMCombat_lances.xml","northern_spear_3_t4","0","spear_blade_36","Blade","100"
"RBM","RBMCombat_lances.xml","northern_spear_3_t4","1","spear_handle_16","Handle","150"
"RBM","RBMCombat_lances.xml","northern_spear_3_t4","2","spear_pommel_5","Pommel","100"
"RBM","RBMCombat_lances.xml","highland_spear_4_t4","0","spear_blade_36","Blade","100"
"RBM","RBMCombat_lances.xml","highland_spear_4_t4","1","spear_guard_5","Guard","100"
"RBM","RBMCombat_lances.xml","highland_spear_4_t4","2","spear_handle_27","Handle","110"
"RBM","RBMCombat_lances.xml","highland_spear_4_t4","3","spear_pommel_1","Pommel","100"
"RBM","RBMCombat_lances.xml","eastern_spear_4_t4","0","spear_blade_42","Blade","100"
"RBM","RBMCombat_lances.xml","eastern_spear_4_t4","1","spear_handle_16","Handle","140"
"RBM","RBMCombat_lances.xml","eastern_spear_4_t4","2","spear_pommel_11","Pommel","100"
"RBM","RBMCombat_lances.xml","western_javelin_1_t2","0","spear_blade_15","Blade","50"
"RBM","RBMCombat_lances.xml","western_javelin_1_t2","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","western_javelin_1_t2","2","spear_handle_2","Handle","150"
"RBM","RBMCombat_lances.xml","western_javelin_1_t2","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","northern_javelin_1_t2","0","spear_blade_16","Blade","50"
"RBM","RBMCombat_lances.xml","northern_javelin_1_t2","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","northern_javelin_1_t2","2","spear_handle_2","Handle","200"
"RBM","RBMCombat_lances.xml","northern_javelin_1_t2","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","western_javelin_2_t3","0","spear_blade_42","Blade","80"
"RBM","RBMCombat_lances.xml","western_javelin_2_t3","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","western_javelin_2_t3","2","spear_handle_2","Handle","230"
"RBM","RBMCombat_lances.xml","western_javelin_2_t3","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","generic_javelin_1_t3","0","spear_blade_42","Blade","80"
"RBM","RBMCombat_lances.xml","generic_javelin_1_t3","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","generic_javelin_1_t3","2","spear_handle_9","Handle","230"
"RBM","RBMCombat_lances.xml","generic_javelin_1_t3","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","northern_javelin_2_t3","0","spear_blade_16","Blade","50"
"RBM","RBMCombat_lances.xml","northern_javelin_2_t3","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","northern_javelin_2_t3","2","spear_handle_9","Handle","200"
"RBM","RBMCombat_lances.xml","northern_javelin_2_t3","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","western_javelin_3_t4","0","spear_blade_42","Blade","80"
"RBM","RBMCombat_lances.xml","western_javelin_3_t4","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","western_javelin_3_t4","2","spear_handle_10","Handle","230"
"RBM","RBMCombat_lances.xml","western_javelin_3_t4","3","spear_pommel_5","Pommel","100"
"RBM","RBMCombat_lances.xml","northern_javelin_3_t4","0","spear_blade_38","Blade","250"
"RBM","RBMCombat_lances.xml","northern_javelin_3_t4","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","northern_javelin_3_t4","2","spear_handle_10","Handle","225"
"RBM","RBMCombat_lances.xml","northern_javelin_3_t4","3","spear_pommel_5","Pommel","100"
"RBM","RBMCombat_lances.xml","eastern_javelin_1_t2","0","spear_blade_15","Blade","40"
"RBM","RBMCombat_lances.xml","eastern_javelin_1_t2","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","eastern_javelin_1_t2","2","spear_handle_11","Handle","150"
"RBM","RBMCombat_lances.xml","eastern_javelin_1_t2","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","eastern_javelin_2_t3","0","spear_blade_16","Blade","60"
"RBM","RBMCombat_lances.xml","eastern_javelin_2_t3","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","eastern_javelin_2_t3","2","spear_handle_11","Handle","200"
"RBM","RBMCombat_lances.xml","eastern_javelin_2_t3","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","eastern_javelin_3_t4","0","spear_blade_42","Blade","80"
"RBM","RBMCombat_lances.xml","eastern_javelin_3_t4","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","eastern_javelin_3_t4","2","spear_handle_11","Handle","230"
"RBM","RBMCombat_lances.xml","eastern_javelin_3_t4","3","spear_pommel_12","Pommel","100"
"RBM","RBMCombat_lances.xml","imperial_throwing_spear_1_t4","0","spear_blade_38","Blade","280"
"RBM","RBMCombat_lances.xml","imperial_throwing_spear_1_t4","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","imperial_throwing_spear_1_t4","2","spear_handle_14","Handle","81"
"RBM","RBMCombat_lances.xml","imperial_throwing_spear_1_t4","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","imperial_throwing_spear_1_t4_2","0","spear_blade_38","Blade","280"
"RBM","RBMCombat_lances.xml","imperial_throwing_spear_1_t4_2","1","default_polearm_guard","Guard",""
"RBM","RBMCombat_lances.xml","imperial_throwing_spear_1_t4_2","2","spear_handle_19_2","Handle","62"
"RBM","RBMCombat_lances.xml","imperial_throwing_spear_1_t4_2","3","default_polearm_pommel","Pommel",""
"RBM","RBMCombat_lances.xml","eastern_throwing_spear_2_t4","0","spear_blade_13","Blade","100"
"RBM","RBMCombat_lances.xml","eastern_throwing_spear_2_t4","1","spear_guard_7","Guard","90"
"RBM","RBMCombat_lances.xml","eastern_throwing_spear_2_t4","2","spear_handle_14","Handle","130"
"RBM","RBMCombat_lances.xml","eastern_throwing_spear_2_t4","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","eastern_throwing_spear_1_t3","0","spear_blade_35","Blade","110"
"RBM","RBMCombat_lances.xml","eastern_throwing_spear_1_t3","1","spear_handle_14","Handle","130"
"RBM","RBMCombat_lances.xml","eastern_spear_5_t5","0","spear_blade_27","Blade","100"
"RBM","RBMCombat_lances.xml","eastern_spear_5_t5","1","spear_guard_2","Guard","100"
"RBM","RBMCombat_lances.xml","eastern_spear_5_t5","2","spear_handle_8","Handle","100"
"RBM","RBMCombat_lances.xml","eastern_spear_5_t5","3","spear_pommel_12","Pommel","100"
"RBM","RBMCombat_lances.xml","northern_spear_4_t5","0","spear_blade_6","Blade","100"
"RBM","RBMCombat_lances.xml","northern_spear_4_t5","1","spear_guard_7","Guard","100"
"RBM","RBMCombat_lances.xml","northern_spear_4_t5","2","spear_handle_26","Handle","80"
"RBM","RBMCombat_lances.xml","northern_spear_4_t5","3","spear_pommel_9","Pommel","100"
"RBM","RBMCombat_lances.xml","simple_pike_t2","0","spear_blade_9","Blade","90"
"RBM","RBMCombat_lances.xml","simple_pike_t2","1","spear_handle_7","Handle","100"
"RBM","RBMCombat_lances.xml","military_fork_pike_t3","0","spear_blade_25","Blade","100"
"RBM","RBMCombat_lances.xml","military_fork_pike_t3","1","spear_handle_7","Handle","110"
"RBM","RBMCombat_lances.xml","thamaskene_pike_t4","0","spear_blade_41","Blade","100"
"RBM","RBMCombat_lances.xml","thamaskene_pike_t4","1","spear_handle_7","Handle","115"
"RBM","RBMCombat_lances.xml","fine_pike_t4","0","spear_blade_11","Blade","110"
"RBM","RBMCombat_lances.xml","fine_pike_t4","1","spear_handle_7","Handle","120"
"RBM","RBMCombat_lances.xml","vlandia_pike_1_t5","0","spear_blade_41","Blade","120"
"RBM","RBMCombat_lances.xml","vlandia_pike_1_t5","1","spear_handle_7","Handle","125"
"RBM","RBMCombat_lances.xml","empire_polearm_1_t4","0","spear_blade_7","Blade","100"
"RBM","RBMCombat_lances.xml","empire_polearm_1_t4","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","empire_polearm_1_t4","2","spear_handle_5","Handle","200"
"RBM","RBMCombat_lances.xml","empire_polearm_1_t4","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","empire_polearm_2_t5","0","spear_blade_18","Blade","100"
"RBM","RBMCombat_lances.xml","empire_polearm_2_t5","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","empire_polearm_2_t5","2","spear_handle_17","Handle","150"
"RBM","RBMCombat_lances.xml","empire_polearm_2_t5","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","western_spear_1_t2","0","spear_blade_1","Blade","90"
"RBM","RBMCombat_lances.xml","western_spear_1_t2","1","spear_handle_5","Handle","90"
"RBM","RBMCombat_lances.xml","western_spear_2_t2","0","spear_blade_9","Blade","90"
"RBM","RBMCombat_lances.xml","western_spear_2_t2","1","spear_handle_6","Handle","90"
"RBM","RBMCombat_lances.xml","eastern_spear_1_t2","0","spear_blade_35","Blade","95"
"RBM","RBMCombat_lances.xml","eastern_spear_1_t2","1","spear_handle_3","Handle","95"
"RBM","RBMCombat_lances.xml","northern_spear_1_t2","0","spear_blade_15","Blade","100"
"RBM","RBMCombat_lances.xml","northern_spear_1_t2","1","spear_handle_6","Handle","100"
"RBM","RBMCombat_lances.xml","imperial_spear_t2","0","spear_blade_3","Blade","90"
"RBM","RBMCombat_lances.xml","imperial_spear_t2","1","spear_handle_5","Handle","90"
"RBM","RBMCombat_lances.xml","highland_spear_t2","0","spear_blade_13","Blade","90"
"RBM","RBMCombat_lances.xml","highland_spear_t2","1","spear_guard_3","Guard","90"
"RBM","RBMCombat_lances.xml","highland_spear_t2","2","spear_handle_5","Handle","90"
"RBM","RBMCombat_lances.xml","military_fork_t2","0","spear_blade_26","Blade","100"
"RBM","RBMCombat_lances.xml","military_fork_t2","1","spear_handle_6","Handle","90"
"RBM","RBMCombat_lances.xml","western_spear_3_t3","0","spear_blade_8","Blade","90"
"RBM","RBMCombat_lances.xml","western_spear_3_t3","1","spear_handle_25","Handle","90"
"RBM","RBMCombat_lances.xml","western_spear_4_t3","0","spear_blade_8","Blade","94"
"RBM","RBMCombat_lances.xml","western_spear_4_t3","1","spear_handle_25","Handle","90"
"RBM","RBMCombat_lances.xml","southern_spear_3_t3","0","spear_blade_14","Blade","100"
"RBM","RBMCombat_lances.xml","southern_spear_3_t3","1","spear_handle_21","Handle","90"
"RBM","RBMCombat_lances.xml","southern_spear_4_t3","0","spear_blade_14","Blade","100"
"RBM","RBMCombat_lances.xml","southern_spear_4_t3","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","southern_spear_4_t3","2","spear_handle_21","Handle","90"
"RBM","RBMCombat_lances.xml","triangluar_spear_t3","0","spear_blade_2","Blade","100"
"RBM","RBMCombat_lances.xml","triangluar_spear_t3","1","spear_handle_25","Handle","90"
"RBM","RBMCombat_lances.xml","northern_spear_4_t4","0","spear_blade_36","Blade","105"
"RBM","RBMCombat_lances.xml","northern_spear_4_t4","1","spear_banner_10","Guard","90"
"RBM","RBMCombat_lances.xml","northern_spear_4_t4","2","spear_handle_21","Handle","140"
"RBM","RBMCombat_lances.xml","western_spear_4_t4","0","spear_blade_4","Blade","100"
"RBM","RBMCombat_lances.xml","western_spear_4_t4","1","spear_handle_27","Handle","90"
"RBM","RBMCombat_lances.xml","western_spear_4_t4","2","spear_pommel_4","Pommel","100"
"RBM","RBMCombat_lances.xml","western_spear_5_t4","0","spear_blade_4","Blade","100"
"RBM","RBMCombat_lances.xml","western_spear_5_t4","1","spear_handle_27","Handle","90"
"RBM","RBMCombat_lances.xml","western_spear_5_t4","2","spear_pommel_4","Pommel","100"
"RBM","RBMCombat_lances.xml","wide_leaf_spear_t4","0","spear_blade_39","Blade","100"
"RBM","RBMCombat_lances.xml","wide_leaf_spear_t4","1","spear_handle_27","Handle","100"
"RBM","RBMCombat_lances.xml","wide_leaf_spear_t4","2","spear_pommel_9","Pommel","90"
"RBM","RBMCombat_lances.xml","billhook_polearm_t2","0","spear_blade_33","Blade","100"
"RBM","RBMCombat_lances.xml","billhook_polearm_t2","1","default_polearm_guard","Guard","100"
"RBM","RBMCombat_lances.xml","billhook_polearm_t2","2","spear_handle_4","Handle","90"
"RBM","RBMCombat_lances.xml","billhook_polearm_t2","3","default_polearm_pommel","Pommel","100"
"RBM","RBMCombat_lances.xml","khuzait_polearm_2_t5","0","spear_blade_24","Blade","100"
"RBM","RBMCombat_lances.xml","khuzait_polearm_2_t5","1","spear_handle_8","Handle","100"
"RBM","RBMCombat_lances.xml","khuzait_polearm_2_t5","2","default_polearm_pommel","Pommel","100"
"RBM_WS","RBMCombat_WS_Weapons.xml","berserkr_axe","0","coh_axe_head_1","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","berserkr_axe","1","naval_axe_handle02","Handle","110"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_long_two_handed_t6","0","naval_axe_head_08_2","Blade","90"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_long_two_handed_t6","1","naval_axe_handle12_2","Handle","140"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_1_t3","0","naval_axe_head_03","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_1_t3","1","naval_axe_handle12","Handle","130"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_1_t3","2","default_polearm_pommel","Pommel",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_2_t4","0","naval_axe_head_07","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_2_t4","1","naval_axe_handle05","Handle","130"
