"source_mod","source_file","crafted_item_id","slot_index","id","Type","scale_factor"
"OSW","OSA_ar_reforms_spears.xml","AR_aserai_short_spear_2_t3","2","spear_handle_1","Handle","91"
"OSW","OSA_ar_reforms_spears.xml","AR_aserai_short_spear_2_t3","3","spear_pommel_11","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_aserai_short_spear_3_t4","0","spear_blade_35","Blade",""
"OSW","OSA_ar_reforms_spears.xml","AR_aserai_short_spear_3_t4","1","spear_guard_19","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_aserai_short_spear_3_t4","2","AR_SI_spear_handle_f","Handle","66"
"OSW","OSA_ar_reforms_spears.xml","AR_aserai_short_spear_3_t4","3","spear_pommel_11","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_1_t2","0","spear_blade_15","Blade","164"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_1_t2","1","spear_guard_16","Guard","106"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_1_t2","2","AR_SI_spear_handle_d","Handle","65"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_1_t2","3","spear_pommel_9","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_2_t3","0","spear_blade_42","Blade","95"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_2_t3","1","spear_guard_19","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_2_t3","2","AR_SI_spear_handle_d","Handle","64"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_2_t3","3","spear_pommel_5","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_4_t4","0","spear_blade_20","Blade","90"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_4_t4","1","spear_guard_20","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_4_t4","2","AR_SI_spear_handle_d","Handle","63"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_4_t4","3","spear_pommel_9","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_5_t4","0","spear_blade_20","Blade","92"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_5_t4","1","spear_banner_16","Guard","101"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_5_t4","2","AR_SI_spear_handle_d","Handle","61"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_spear_5_t4","3","spear_pommel_9","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_1_t2","0","spear_blade_1","Blade","96"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_1_t2","1","spear_guard_2","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_1_t2","2","AR_SI_spear_handle_c","Handle","90"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_1_t2","3","spear_pommel_9","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_2_t3","0","spear_blade_1","Blade","110"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_2_t3","1","spear_guard_9","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_2_t3","2","spear_handle_1","Handle","87"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_2_t3","3","spear_pommel_9","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_3_t4","0","spear_blade_2","Blade",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_3_t4","1","spear_guard_13","Guard","96"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_3_t4","2","AR_SI_spear_handle_f","Handle","58"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_3_t4","3","spear_pommel_11","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_4_t5","0","spear_blade_2","Blade",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_4_t5","1","spear_guard_12","Guard","90"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_4_t5","2","AR_SI_spear_handle_f","Handle","57"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_4_t5","3","spear_pommel_11","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_5_t5","0","spear_blade_2","Blade",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_5_t5","1","spear_banner_10","Guard","92"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_5_t5","2","AR_SI_spear_handle_f","Handle","58"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_short_spear_5_t5","3","spear_pommel_11","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_southern_spear_1_t2","0","spear_blade_36","Blade","110"
"OSW","OSA_ar_reforms_spears.xml","AR_southern_spear_1_t2","1","spear_guard_15","Guard","110"
"OSW","OSA_ar_reforms_spears.xml","AR_southern_spear_1_t2","2","spear_handle_3","Handle","108"
"OSW","OSA_ar_reforms_spears.xml","AR_southern_spear_1_t2","3","spear_pommel_1","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_southern_spear_1_t4","0","spear_blade_35","Blade","110"
"OSW","OSA_ar_reforms_spears.xml","AR_southern_spear_1_t4","1","spear_banner_18","Guard","80"
"OSW","OSA_ar_reforms_spears.xml","AR_southern_spear_1_t4","2","AR_SI_spear_handle_f","Handle","70"
"OSW","OSA_ar_reforms_spears.xml","AR_southern_spear_1_t4","3","spear_pommel_11","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_1_t2","0","spear_blade_1","Blade","93"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_1_t2","1","spear_guard_2","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_1_t2","2","AR_SI_spear_handle_d","Handle","84"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_1_t2","3","spear_pommel_6","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_3_t3","0","spear_blade_2","Blade","98"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_3_t3","1","spear_guard_13","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_3_t3","2","spear_handle_13","Handle","81"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_3_t3","3","spear_pommel_10","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_4_t4","0","spear_blade_2","Blade","98"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_4_t4","1","spear_guard_12","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_4_t4","2","spear_handle_8","Handle","79"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_4_t4","3","spear_pommel_12","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_5_t4","0","spear_blade_2","Blade","101"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_5_t4","1","spear_banner_10","Guard","107"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_5_t4","2","spear_handle_8","Handle","79"
"OSW","OSA_ar_reforms_spears.xml","AR_darshi_spear_5_t4","3","spear_pommel_12","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_1_t2","0","spear_blade_15","Blade","175"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_1_t2","1","spear_guard_2","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_1_t2","2","AR_SI_spear_handle_d","Handle","73"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_1_t2","3","spear_pommel_6","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_2_t3","0","spear_blade_9","Blade","170"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_2_t3","1","spear_guard_13","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_2_t3","2","spear_handle_13","Handle","71"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_2_t3","3","spear_pommel_10","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_4_t4","0","spear_blade_42","Blade","90"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_4_t4","1","spear_guard_12","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_4_t4","2","spear_handle_8","Handle","70"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_4_t4","3","spear_pommel_12","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_5_t4","0","spear_blade_42","Blade","89"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_5_t4","1","spear_banner_16","Guard","140"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_5_t4","2","spear_handle_8","Handle","74"
"OSW","OSA_ar_reforms_spears.xml","AR_iltanlar_spear_5_t4","3","spear_pommel_12","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t2","0","spear_blade_3","Blade","86"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t2","1","spear_guard_15","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t2","2","AR_SI_spear_handle_b","Handle","80"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t2","3","spear_pommel_10","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t3","0","spear_blade_1","Blade","88"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t3","1","spear_guard_7","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t3","2","AR_SI_spear_handle_a","Handle","78"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t3","3","spear_pommel_10","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t4","0","spear_blade_4","Blade","70"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t4","1","spear_guard_7","Guard","90"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t4","2","AR_SI_spear_handle_a","Handle","75"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_t4","3","spear_pommel_10","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_2_t4","0","spear_blade_4","Blade","70"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_2_t4","1","spear_banner_1","Guard","70"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_2_t4","2","AR_SI_spear_handle_a","Handle","72"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_spear_2_t4","3","spear_pommel_10","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_sturgia_spear_t5","0","spear_blade_13","Blade","96"
"OSW","OSA_ar_reforms_spears.xml","AR_sturgia_spear_t5","1","spear_banner_1","Guard","90"
"OSW","OSA_ar_reforms_spears.xml","AR_sturgia_spear_t5","2","AR_SI_spear_handle_e","Handle","81"
"OSW","OSA_ar_reforms_spears.xml","AR_sturgia_spear_t5","3","spear_pommel_9","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_western_spear_5_t4","0","spear_blade_6","Blade","70"
"OSW","OSA_ar_reforms_spears.xml","AR_western_spear_5_t4","1","spear_banner_1","Guard","90"
"OSW","OSA_ar_reforms_spears.xml","AR_western_spear_5_t4","2","spear_handle_21","Handle","72"
"OSW","OSA_ar_reforms_spears.xml","AR_western_spear_5_t4","3","spear_pommel_10","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_a","0","spear_blade_26","Blade","115"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_a","1","spear_guard_15","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_a","2","AR_SI_spear_handle_d","Handle","65"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_a","3","spear_pommel_6","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_b","0","spear_blade_25","Blade","102"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_b","1","spear_banner_1","Guard","80"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_b","2","AR_SI_spear_handle_e","Handle","70"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_b","3","spear_pommel_6","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_c","0","AR_spear_blade_e","Blade","100"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_c","1","spear_guard_15","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_c","2","AR_SI_spear_handle_d","Handle","64"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_c","3","spear_pommel_6","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_d","0","AR_spear_blade_e","Blade","100"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_d","1","spear_banner_1","Guard","90"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_d","2","AR_SI_spear_handle_e","Handle","73"
"OSW","OSA_ar_reforms_spears.xml","AR_gladiator_fork_d","3","spear_pommel_6","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_common_pike","0","spear_blade_3","Blade","91"
"OSW","OSA_ar_reforms_spears.xml","AR_common_pike","1","default_polearm_guard","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_common_pike","2","spear_handle_7","Handle","101"
"OSW","OSA_ar_reforms_spears.xml","AR_common_pike","3","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_1_t3","0","spear_blade_14","Blade","150"
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_1_t3","1","default_polearm_guard","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_1_t3","2","spear_handle_27","Handle","90"
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_1_t3","3","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_2_t3","0","spear_blade_14","Blade","120"
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_2_t3","1","default_polearm_guard","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_2_t3","2","AR_SI_spear_handle_d","Handle","84"
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_2_t3","3","AR_spear_pommel_c","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_3_t4","0","spear_blade_7","Blade",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_3_t4","1","spear_guard_3","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_3_t4","2","AR_SI_spear_handle_d","Handle","85"
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_3_t4","3","AR_spear_pommel_c","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_4_t5","0","spear_blade_18","Blade","84"
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_4_t5","1","spear_guard_3","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_4_t5","2","AR_spear_handle_c","Handle","82"
"OSW","OSA_ar_reforms_spears.xml","AR_empire_polearm_4_t5","3","AR_spear_pommel_c","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_2_t3","0","spear_blade_15","Blade",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_2_t3","1","default_polearm_guard","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_2_t3","2","AR_SI_spear_handle_f","Handle","128"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_2_t3","3","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_3_t4","0","spear_blade_40","Blade","95"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_3_t4","1","spear_guard_6","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_3_t4","2","AR_SI_spear_handle_f","Handle","116"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_3_t4","3","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_4_t5","0","spear_blade_39","Blade","87"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_4_t5","1","spear_guard_6","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_4_t5","2","spear_handle_7","Handle","84"
"OSW","OSA_ar_reforms_spears.xml","AR_battania_polearm_4_t5","3","AR_spear_pommel_c","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin","0","spear_blade_9","Blade","110"
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin","1","default_polearm_guard","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin","2","spear_handle_9","Handle","110"
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin","3","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin_1_t2","0","AR_spear_blade_d","Blade","102"
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin_1_t2","1","default_polearm_guard","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin_1_t2","2","spear_handle_2","Handle","110"
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin_1_t2","3","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin_2_t2","0","spear_blade_15","Blade","90"
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin_2_t2","1","default_polearm_guard","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin_2_t2","2","spear_handle_12","Handle","110"
"OSW","OSA_ar_reforms_spears.xml","AR_crude_javelin_2_t2","3","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_heavy_javelin_t2","0","spear_blade_1","Blade",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_heavy_javelin_t2","1","spear_guard_7","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_heavy_javelin_t2","2","spear_handle_10","Handle","110"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_heavy_javelin_t2","3","spear_pommel_12","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_heavy_javelin_t3","0","spear_blade_27","Blade",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_heavy_javelin_t3","1","spear_guard_7","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_heavy_javelin_t3","2","spear_handle_11","Handle","100"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_heavy_javelin_t3","3","spear_pommel_12","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_throwing_spear_t4","0","AR_spear_blade_a","Blade","100"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_throwing_spear_t4","1","spear_guard_7","Guard","90"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_throwing_spear_t4","2","spear_handle_10","Handle","160"
"OSW","OSA_ar_reforms_spears.xml","AR_imperial_throwing_spear_t4","3","spear_pommel_10","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_vlandian_throwing_spear_t4","0","AR_spear_blade_c","Blade","160"
"OSW","OSA_ar_reforms_spears.xml","AR_vlandian_throwing_spear_t4","1","spear_guard_10","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_vlandian_throwing_spear_t4","2","spear_handle_11","Handle","100"
"OSW","OSA_ar_reforms_spears.xml","AR_vlandian_throwing_spear_t4","3","spear_pommel_12","Pommel",""
"OSW","OSA_ar_reforms_spears.xml","AR_vlandian_throwing_spear_2_t4","0","AR_spear_blade_b","Blade","100"
"OSW","OSA_ar_reforms_spears.xml","AR_vlandian_throwing_spear_2_t4","1","spear_guard_3","Guard",""
"OSW","OSA_ar_reforms_spears.xml","AR_vlandian_throwing_spear_2_t4","2","spear_handle_11","Handle","120"
"OSW","OSA_ar_reforms_spears.xml","AR_vlandian_throwing_spear_2_t4","3","spear_pommel_12","Pommel",""
"OSW","OSA_ar_reforms_weapons.xml","AR_seax_a","0","dagger_blade_10","Blade","110"
"OSW","OSA_ar_reforms_weapons.xml","AR_seax_a","1","sturgian_dagger_guard_1","Guard",""
"OSW","OSA_ar_reforms_weapons.xml","AR_seax_a","2","wood_grip_1","Handle",""
"OSW","OSA_ar_reforms_weapons.xml","AR_seax_a","3","khuzait_pommel_2","Pommel",""
"OSW","OSA_ar_reforms_weapons.xml","AR_aserai_axe_1_t3","0","axe_craft_36_head","Blade",""
"OSW","OSA_ar_reforms_weapons.xml","AR_aserai_axe_1_t3","1","axe_craft_15_handle","Handle","103"
"OSW","OSA_ar_reforms_weapons.xml","AR_aserai_axe_1_t3","2","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t2","0","axe_craft_32_head","Blade",""
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t2","1","axe_craft_2_handle","Handle","92"
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t2","2","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t3","0","axe_craft_27_head","Blade",""
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t3","1","axe_craft_2_handle","Handle","107"
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t3","2","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t4","0","axe_craft_27_head","Blade",""
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t4","1","axe_craft_18_handle","Handle","92"
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t4","2","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t5","0","axe_craft_26_head","Blade",""
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t5","1","axe_craft_16_handle","Handle","104"
"OSW","OSA_ar_reforms_weapons.xml","AR_darshi_axe_t5","2","default_polearm_pommel","Pommel",""
"OSW","OSA_ar_reforms_weapons.xml","AR_imperial_axe_t2","0","axe_craft_29_head","Blade","90"
"OSW","OSA_ar_reforms_weapons.xml","AR_imperial_axe_t2","1","axe_craft_2_handle","Handle","92"
"OSW","OSA_ar_reforms_weapons.xml","AR_imperial_axe_t4","0","axe_craft_29_head","Blade","110"
"OSW","OSA_ar_reforms_weapons.xml","AR_imperial_axe_t4","1","axe_craft_18_handle","Handle","92"
"OSW","OSA_ar_reforms_weapons.xml","AR_imperial_axe_t5","0","axe_craft_29_head","Blade","110"
"OSW","OSA_ar_reforms_weapons.xml","AR_imperial_axe_t5","1","axe_craft_16_handle","Handle","104"
