"source_mod","source_file","id","name","Type","culture","subtype","mesh","weight","value","difficulty","appearance","Armor.material_type","Armor.modifier_group","Armor.head_armor","Armor.body_armor","Armor.arm_armor","Armor.leg_armor","Armor.covers_body","Armor.has_gender_variations","Armor.hair_cover_type","Armor.beard_cover_type","Armor.mane_cover_type","Armor.maneuver_bonus","Armor.speed_bonus","Armor.charge_bonus","Armor.family_type","Armor.reins_mesh","Weapon.weapon_class","Weapon.ammo_class","Weapon.weapon_length","Weapon.thrust_damage","Weapon.thrust_damage_type","Weapon.thrust_speed","Weapon.speed_rating","Weapon.accuracy","Weapon.missile_speed","Weapon.stack_amount","Weapon.modifier_group","Weapon.item_usage","AmmoOffset","Armor.body_mesh_type","Armor.covers_hands","Armor.covers_legs","Armor.stealth_factor","Armor.tail_cover_type","body_name","Flags.Civilian","Flags.DoesNotHideChest","Flags.ForceAttachOffHandPrimaryItemBone","Flags.ForceAttachOffHandSecondaryItemBone","Flags.HeldInOffHand","Flags.Stealth","Flags.UseTeamColor","Flags.WoodenParry","flying_mesh","has_lower_holster_priority","holster_body_name","holster_mesh","holster_mesh_with_weapon","holster_position_shift","is_merchandise","item_holsters","lod_atlas_index","recalculate_body","shield_body_name","using_tableau","Weapon.ammo_limit","Weapon.body_armor","Weapon.center_of_mass","Weapon.flying_sound_code","Weapon.hit_points","Weapon.passby_sound_code","Weapon.physics_material","Weapon.position","Weapon.reload_phase_count","Weapon.rotation","Weapon.rotation_speed","Weapon.sticking_position","Weapon.sticking_rotation","Weapon.trail_particle_name","Weapon.WeaponFlags.AffectsArea","Weapon.WeaponFlags.AffectsAreaBig","Weapon.WeaponFlags.AmmoBreaksOnBounceBack","Weapon.WeaponFlags.AmmoSticksWhenShot","Weapon.WeaponFlags.AttachAmmoToVisual","Weapon.WeaponFlags.AutoReload","Weapon.WeaponFlags.Burning","Weapon.WeaponFlags.CanBlockRanged","Weapon.WeaponFlags.CanPenetrateShield","Weapon.WeaponFlags.CantReloadOnHorseback","Weapon.WeaponFlags.Consumable","Weapon.WeaponFlags.HasHitPoints","Weapon.WeaponFlags.HasString","Weapon.WeaponFlags.LeavesTrail","Weapon.WeaponFlags.MissileWithPhysics","Weapon.WeaponFlags.NotUsableWithOneHand","Weapon.WeaponFlags.RangedWeapon","Weapon.WeaponFlags.TwoHandIdleOnMount","Weapon.WeaponFlags.UnloadWhenSheathed","Weapon.WeaponFlags.UseHandAsThrowBase"
"OSA","OSA_aom_bip_armor.xml","AO_aserai_shoulders_d","{=osa_ao_aserai_shoulders_d}Brass Scale Shoulders With Cloak","Cape","Culture.khuzait","","AO_aserai_shoulders_d","4.2","","","3","Plate","plate","","18","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","AO_aserai_shoulders_d2","{=osa_ao_aserai_shoulders_d2}Iron Scale Shoulders With Cloak","Cape","Culture.khuzait","","AO_aserai_shoulders_d2","4.2","","","3","Plate","plate","","18","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_imperial_decorated_bracers","{=osa_ao_imperial_decorated_bracers}Plate Vambraces","HandArmor","Culture.empire","","AO_empire_gauntlets_a","0.5","","","1","Plate","plate","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_imperial_decorated_bracers_b","{=osa_ao_imperial_decorated_bracers_b}Heavy Plate Vambraces","HandArmor","Culture.empire","","AO_empire_gauntlets_b","0.5","","","1","Plate","plate","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","AO_durkhan_gauntlets_a","{=osa_ao_durkhan_gauntlets_a}Lamellar Vambraces","HandArmor","Culture.empire","","AO_durkhan_gauntlets_a","0.5","","","1","Plate","plate","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","AO_durkhan_gauntlets_b","{=osa_ao_durkhan_gauntlets_b}Gilded Lamellar Vambraces","HandArmor","Culture.empire","","AO_durkhan_gauntlets_b","0.5","","","1","Plate","plate","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_tassled_boots","{=osa_ao_durkhan_tassled_boots}Eastern Tassled Boots","LegArmor","Culture.khuzait","","AO_durkhan_boots_a","0.8","","0","1.3","Leather","leather","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","AO_durkhan_boots_b","{=osa_ao_durkhan_boots_b}Eastern Tassled Boots With Studded Leather","LegArmor","Culture.khuzait","","AO_durkhan_boots_b","0.9","","","1","Leather","leather","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","AO_durkhan_boots_c","{=osa_ao_durkhan_boots_c}Eastern Tassled Splint Boots","LegArmor","Culture.khuzait","","AO_durkhan_boots_c","2.7","","","2","Plate","plate","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_leather_shoes","{=osa_ao_leather_shoes}Blackened Leather Shoes","LegArmor","Culture.battania","","AO_gen_shoes_a","0.8","","","1","Cloth","cloth_unarmoured","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_hauberk_with_kilt","{=osa_ao_battanian_hauberk_with_kilt}Highland Hauberk With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_f","9.5","","0","1","Chainmail","chain","","29","12","16","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_mail_shirt_with_kilt","{=osa_ao_battanian_mail_shirt_with_kilt}Highland Mail Shirt With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_h","7.5","","0","1.2","Chainmail","chain","","27","11","15","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_gambeson_with_kilt","{=osa_ao_battanian_gambeson_with_kilt}Highland Gambeson Over Tunic With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_e","1.5","","","1","Cloth","cloth","","19","5","8","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_scale_armor","{=osa_ao_battanian_scale_armor}Highland Rugged Scale Armor Over Tunic","BodyArmor","Culture.battania","body_armor","AO_battania_armor_i","10.7","","0","1.4","Plate","plate","","24","6","9","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_cloth_tunic_with_kilt","{=osa_ao_battanian_cloth_tunic_with_kilt}Highland Cloth Tunic With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_c","0.4","","","1","Cloth","cloth_unarmoured","","6","1","1","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_woolen_tunic_with_kilt","{=osa_ao_battanian_woolen_tunic_with_kilt}Highland Woolen Tunic With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_j","0.4","","","1","Cloth","cloth_unarmoured","","6","1","1","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_bronze_scale_over_tunic_with_kilt","{=osa_ao_battanian_bronze_scale_over_tunic_with_kilt}Highland Bronze Scale Armor With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_b","11.4","","0","3","Plate","plate","","35","3","10","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_iron_scale_over_tunic_with_kilt","{=osa_ao_battanian_iron_scale_over_tunic_with_kilt}Highland Iron Scale Armor With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_b2","11.4","","0","3","Plate","plate","","35","3","10","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_alt_scale_over_tunic_with_kilt","{=osa_ao_battanian_alt_scale_over_tunic_with_kilt}Highland Alternating Scale Armor With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_b3","11.4","","0","3","Plate","plate","","35","3","10","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_leather_tunic_with_kilt","{=osa_ao_battanian_leather_tunic_with_kilt}Highland Leather Tunic With Kilt","BodyArmor","Culture.battania","body_armor","AO_battania_armor_g","2.1","","","1","Leather","leather","","16","2","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_decorated_scale_armor","{=osa_ao_battanian_decorated_scale_armor}Highland Decorated Bronze Scale Over Kilted Mail","BodyArmor","Culture.battania","body_armor","AO_battania_armor_k","22.4","","0","3","Plate","plate","","44","16","15","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_decorated_scale_armor_b","{=osa_ao_battanian_decorated_scale_armor_b}Highland Decorated Iron Scale Over Kilted Mail","BodyArmor","Culture.battania","body_armor","AO_battania_armor_k2","22.4","","0","3","Plate","plate","","44","16","15","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_battanian_decorated_scale_armor_c","{=osa_ao_battanian_decorated_scale_armor_c}Highland Decorated Alternating Scale Over Kilted Mail","BodyArmor","Culture.battania","body_armor","AO_battania_armor_k3","22.4","","0","3","Plate","plate","","44","16","15","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_hide_poncho","{=osa_ao_durkhan_hide_poncho}Eastern Hide Vest","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_c","1","","0","1.8","Leather","leather","","10","1","5","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_tunic","{=osa_ao_durkhan_tunic}Eastern Ragged Tunic","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_m","0.5","","0","1.8","Cloth","cloth","","2","0","1","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_trousers","{=osa_ao_durkhan_trousers}Eastern Cloth Trousers","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_l","0.4","","0","1.8","Cloth","cloth","","0","0","3","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_leather_lamellar","{=osa_ao_durkhan_leather_lamellar}Eastern Leather Lamellar","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_g","5.5","","0","1.8","Leather","leather","","18","2","2","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_sleeveless_leather_lamellar","{=osa_ao_durkhan_sleeveless_leather_lamellar}Eastern Sleeveless Leather Lamellar","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_j","5.3","","0","1.8","Leather","leather","","17","1","2","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_chestplate","{=osa_ao_durkhan_chestplate}Eastern Leather Chestplate","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_a","4","","0","1.8","Leather","leather","","15","1","2","false","true","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_topless_leather_lamellar","{=osa_ao_durkhan_topless_leather_lamellar}Eastern Open Leather Lamellar","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_k","5","","0","1.8","Leather","leather","","16","0","2","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_light_lamellar","{=osa_ao_durkhan_light_lamellar}Eastern Light Lamellar","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_h","6.5","","0","1.8","Plate","plate","","24","2","2","false","true","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_lamellar","{=osa_ao_durkhan_lamellar}Eastern Lamellar","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_d","8","","0","1.8","Plate","plate","","28","2","2","false","true","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_lamellar_thighguard","{=osa_ao_durkhan_lamellar_thighguard}Eastern Lamellar With Thighguard","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_e","10","","","3","Plate","plate","","40","2","25","false","true","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_heavy_lamellar","{=osa_ao_durkhan_heavy_lamellar}Eastern Heavy Lamellar","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_b","12","","0","1.8","Plate","plate","","45","2","18","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_nobles_lamellar","{=osa_ao_durkhan_nobles_lamellar}Eastern Noble Lamellar","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_i","14","","0","1.8","Plate","plate","","49","2","18","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_durkhan_lamellar_with_mail","{=osa_ao_durkhan_lamellar_with_mail}Eastern Heavy Lamellar With Mail","BodyArmor","Culture.khuzait","body_armor","AO_durkhan_armor_f","22.1","","0","3","Plate","plate","","48","14","24","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_eorling_plates_over_mail","{=osa_ao_eorling_plates_over_mail}Western Iron Scale Over Mail","BodyArmor","Culture.battania","","AO_eorling_armor_c","18","","","1","Plate","plate","","40","25","20","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_eorling_plates_over_gambeson","{=osa_ao_eorling_plates_over_gambeson}Western Iron Scale Over Gambeson","BodyArmor","Culture.vlandia","","AO_eorling_armor_b","14","","","1","Plate","plate","","32","15","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_eorling_bronze_scale_over_mail","{=osa_ao_eorling_bronze_scale_over_mail}Northern Bronze Scale Coat Over Mail","BodyArmor","Culture.sturgia","","AO_eorling_armor_a","16","","","1","Plate","plate","","45","27","22","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_eorling_iron_scale_over_mail","{=osa_ao_eorling_iron_scale_over_mail}Northern Iron Scale Coat Over Mail","BodyArmor","Culture.sturgia","","AO_eorling_armor_a2","16","","","1","Plate","plate","","45","27","22","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","AO_eorling_armor_d","{=osa_ao_eorling_armor_d}Northern Bronze Scale Vest Over Mail","BodyArmor","Culture.sturgia","","AO_eorling_armor_d","16","","","1","Plate","plate","","42","15","18","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","AO_eorling_armor_d2","{=osa_ao_eorling_armor_d2}Northern Iron Scale Vest Over Mail","BodyArmor","Culture.sturgia","","AO_eorling_armor_d2","16","","","1","Plate","plate","","42","15","18","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_gen_gambeson_over_mail","{=osa_ao_gen_gambeson_over_mail}Northern Padded Coat Over Mail","BodyArmor","Culture.sturgia","","AO_gen_gambeson_a","10","","","3","Plate","plate","","32","16","16","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_aom_bip_armor.xml","ao_crude_mail_with_tunic","{=osa_ao_crude_mail_with_tunic}Crude Mail Over Tunic","BodyArmor","Culture.vlandia","","AO_gen_mail_a","9.5","","","3","Plate","plate","","26","16","16","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
